category,amt,gender,street,city,state,zip,city_pop,job,age,day_of_week,transaction_min,transaction_hour,transaction_date,transaction_month,transaction_distance,is_fraud
Grocery Pos,312.62,Female,5124 Wendy Skyway Suite 154,Karns City,Pennsylvania,16041,1888,Ship broker,20,Sunday,47,1,8,12,67.96001840878316,1
Entertainment,594.09,Female,9886 Anita Drive,Fort Washakie,Wyoming,82514,1645,Information systems manager,33,Saturday,1,23,2,3,87.90004967278122,1
Misc Net,749.73,Male,82073 Jessica Camp,West Green,Georgia,31567,782,Audiological scientist,38,Sunday,35,23,15,3,69.48956747658568,1
Misc Pos,8.9,Female,554 Mcdonald Valley Apt. 539,Meridian,Texas,76665,2526,Phytotherapist,49,Saturday,58,3,2,11,52.17966246687834,1
Misc Net,798.21,Male,609 Hunt Grove,Saint Francis,Kentucky,40062,301,"Research officer, political party",52,Saturday,49,22,30,11,28.63290596814647,1
Grocery Pos,335.02,Male,75952 Wilson Course,Roseland,Nebraska,68973,463,"Nurse, mental health",71,Wednesday,0,22,27,3,70.20322472146462,1
Health Fitness,22.1,Female,144 Evans Islands Apt. 683,Burbank,Washington,99323,3684,Musician,39,Friday,12,22,24,4,95.09687017298326,1
Misc Pos,48.03,Male,9443 Cynthia Court Apt. 038,Boulder,Montana,59632,1939,Patent attorney,52,Sunday,34,14,22,9,95.8956621300307,1
Kids Pets,3.19,Female,872 Justin Views Suite 746,Duncan,Mississippi,38740,466,Trading standards officer,64,Sunday,3,23,26,5,93.1601151447359,1
Misc Net,698.6,Female,5053 Bell Crescent Apt. 255,Fullerton,Nebraska,68638,1749,"Surveyor, mining",46,Sunday,24,3,29,12,68.32436385315224,1
Shopping Pos,931.0,Male,7314 Johnson Square Apt. 296,Parkers Lake,Kentucky,42634,1565,"Designer, industrial/product",51,Saturday,3,23,13,4,118.6466041145967,1
Shopping Net,1041.34,Male,9134 Darryl Flat Suite 916,Paulding,Ohio,45879,6284,Secondary school teacher,83,Saturday,32,22,27,7,50.29509420229012,1
Entertainment,590.55,Male,463 Willie Estates,Burbank,Oklahoma,74633,471,Sub,78,Sunday,0,22,29,12,69.69801165272581,1
Shopping Net,879.54,Male,977 Rita Grove Apt. 000,Rock Tavern,New York,12575,2258,Building surveyor,83,Saturday,52,22,1,2,100.51529225819522,1
Shopping Net,1126.32,Male,5364 William Harbor,Seneca,Wisconsin,54654,153,Quantity surveyor,58,Sunday,34,23,24,5,56.69745899870501,1
Grocery Pos,289.91,Male,94975 David Mews Apt. 316,Summerfield,Texas,79085,53,Fisheries officer,27,Tuesday,14,9,19,2,14.639635120246197,1
Misc Net,729.93,Female,1980 Vasquez Manors Apt. 574,Catawba,Virginia,24070,1363,Equality and diversity officer,79,Saturday,59,23,17,8,103.03891797131355,1
Misc Net,749.98,Male,290 Kathryn Fall,Huntsville,Alabama,35803,190178,"Engineer, automotive",60,Wednesday,21,22,27,2,113.27846056992661,1
Shopping Net,960.22,Female,3307 Ferguson Way,Bruce,Mississippi,38915,4046,Warehouse manager,56,Monday,9,21,6,4,106.72568648690563,1
Grocery Pos,351.91,Male,7911 Campbell Crossing Apt. 725,Stoneham,Massachusetts,2180,21437,Artist,56,Sunday,16,13,14,6,107.95762293328876,1
Gas Transport,18.32,Female,91644 Crystal Drives,Eagarville,Illinois,62023,91,Materials engineer,57,Monday,21,1,22,7,32.14046056788285,1
Gas Transport,8.0,Male,70761 Fitzpatrick Brooks Suite 631,Saxon,Wisconsin,54559,795,Television/film/video producer,33,Friday,30,0,8,2,61.512429670903636,1
Grocery Pos,317.96,Female,55505 Christy Via,Hawley,Minnesota,56549,4508,Naval architect,71,Monday,38,22,20,4,68.10627345788026,1
Home,257.87,Female,9412 Harris Mews,O Brien,Texas,79539,178,Warden/ranger,36,Tuesday,48,22,19,3,65.72869197899823,1
Kids Pets,9.77,Female,43075 Cohen Shoals,Ashford,Washington,98304,759,Video editor,64,Monday,25,22,16,3,50.41130917539638,1
Gas Transport,8.18,Male,268 Hayes Rue Suite 811,Harborcreek,Pennsylvania,16421,2518,Event organiser,73,Friday,46,2,11,1,85.85871946678019,1
Grocery Pos,286.21,Male,426 Mark Ports,Brooklin,Maine,4616,824,"Loss adjuster, chartered",45,Thursday,53,22,7,11,56.58165137709233,1
Shopping Pos,884.65,Female,0947 Kelly Courts,Seattle,Washington,98105,837792,"Development worker, international aid",62,Sunday,10,23,1,12,107.37512945901747,1
Home,259.5,Male,44417 Williams Manors,Angwin,California,94508,3661,Human resources officer,50,Saturday,51,22,9,5,93.47547983081661,1
Grocery Pos,357.5,Female,7402 West Ranch,Lowell,Oregon,97452,1420,Systems analyst,54,Wednesday,18,2,13,2,13.321273981885115,1
Shopping Net,992.2,Male,4725 Hurst Curve Apt. 634,Holliday,Texas,76366,2317,Chief Technology Officer,55,Monday,20,22,1,4,45.753738890904486,1
Shopping Pos,834.38,Male,6139 Mark Rapid Apt. 651,Christine,North Dakota,58015,291,Television floor manager,28,Wednesday,25,23,9,10,75.86933198824434,1
Shopping Net,1049.13,Female,166 Lisa Fords,Greenwood,Indiana,46143,78968,Financial adviser,52,Friday,32,22,21,2,90.11444441328072,1
Shopping Pos,935.84,Male,0547 Russell Ford Suite 574,Kirk,Colorado,80824,207,Network engineer,65,Friday,18,22,1,5,12.87528303571373,1
Shopping Pos,907.71,Female,05050 Rogers Well Apt. 439,Rock Springs,Wyoming,82901,27971,Music therapist,35,Sunday,4,7,4,8,119.65385767666531,1
Shopping Net,1214.39,Male,3433 Jones Branch,Fiddletown,California,95629,832,Immigration officer,32,Monday,32,23,23,9,84.69524700894699,1
Grocery Pos,301.32,Male,242 Brian Mountain,Laredo,Texas,78040,248858,Video editor,48,Sunday,26,0,3,2,113.82439812480634,1
Misc Net,806.95,Male,56812 Francis Courts,Corriganville,Maryland,21524,626,Energy engineer,59,Friday,46,23,1,11,56.26221433411241,1
Grocery Pos,287.86,Male,969 Huerta Path Apt. 270,Valentine,Nebraska,69201,4005,Network engineer,74,Saturday,19,1,7,9,62.21630165399659,1
Shopping Net,1209.7,Female,169 Edward Inlet,Saint Louis,Missouri,63131,927396,Occupational hygienist,59,Tuesday,0,22,5,3,18.717709511715203,1
Shopping Net,1031.18,Male,92811 Jared Spur Apt. 345,Melville,New York,11747,19803,Police officer,21,Saturday,40,22,24,8,111.71217516644887,1
Shopping Net,1155.19,Female,50932 Neal Valley,Daniels,West Virginia,25832,3994,"Biochemist, clinical",84,Wednesday,36,15,1,4,113.11416848051742,1
Shopping Net,957.32,Female,166 Lisa Fords,Greenwood,Indiana,46143,78968,Financial adviser,52,Thursday,27,21,20,2,90.00753113243073,1
Gas Transport,17.9,Male,062 Poole Hollow Apt. 815,Deadwood,South Dakota,57732,1979,Multimedia programmer,49,Friday,10,4,18,1,98.7739662290972,1
Gas Transport,8.33,Female,334 Adam Mountains Apt. 868,Manquin,Virginia,23106,976,"Engineer, automotive",20,Tuesday,2,4,8,1,76.17860164105014,1
Personal Care,21.28,Female,6881 King Isle Suite 228,Higganum,Connecticut,6441,5438,"Librarian, academic",55,Saturday,18,23,6,7,25.019649513931952,1
Shopping Pos,828.04,Female,23142 Montoya Island Apt. 742,Corsica,Pennsylvania,15829,1274,Maintenance engineer,70,Monday,0,23,21,10,68.41124287371309,1
Food Dining,120.93,Female,35737 Kirby Fall Suite 409,Vanderbilt,Pennsylvania,15486,2303,Physiotherapist,32,Saturday,33,18,21,12,19.27141156673444,1
Shopping Net,1059.29,Female,755 Solis Isle Suite 075,New Memphis,Illinois,62266,254,Magazine journalist,67,Thursday,10,22,7,2,72.79314046873365,1
Shopping Net,1062.8,Female,95017 Kevin Expressway,North East,Pennsylvania,16428,12478,Hydrologist,21,Saturday,23,23,21,12,113.39822447139139,1
Health Fitness,19.94,Female,030 Seth Divide Suite 355,Tulsa,Oklahoma,74131,413574,"Teacher, special educational needs",49,Thursday,13,23,19,3,103.27444193094543,1
Misc Pos,7.99,Male,400 Zuniga Pine,Winthrop,Maine,4364,6025,Advertising account planner,25,Wednesday,53,23,15,1,34.589528194934395,1
Grocery Pos,309.2,Male,23656 Harris Gardens Suite 698,El Paso,Texas,79906,749635,Market researcher,47,Friday,20,6,8,5,65.10052964690209,1
Kids Pets,22.32,Female,582 Rodriguez Wells,Albuquerque,New Mexico,87109,641349,Civil Service administrator,43,Saturday,40,22,11,5,96.67918925481574,1
Health Fitness,24.52,Female,57256 Raymond Ports,Knoxville,Tennessee,37932,391389,"Designer, industrial/product",25,Wednesday,28,21,20,3,85.7055794316843,1
Gas Transport,21.74,Female,7177 Steven Forges,Sixes,Oregon,97476,217,Retail merchandiser,92,Monday,46,7,10,2,108.80287928705336,1
Food Dining,125.89,Female,32343 Saunders Course,Dongola,Illinois,62926,2263,Scientific laboratory technician,35,Friday,18,23,13,12,68.92684052792156,1
Shopping Net,1065.98,Male,995 Benjamin Bypass,Du Pont,Georgia,31630,419,Advertising account executive,29,Wednesday,58,23,25,12,66.41447845571204,1
Shopping Net,921.48,Female,0537 Margaret Common Suite 526,Coleman,Texas,76834,5908,Radio producer,58,Sunday,21,17,17,5,114.31557095916175,1
Kids Pets,3.44,Male,56812 Francis Courts,Corriganville,Maryland,21524,626,Energy engineer,59,Saturday,2,22,2,11,120.58767230639835,1
Shopping Pos,765.34,Male,27718 Mason Bypass,Mount Saint Joseph,Ohio,45051,177,Exhibition designer,46,Thursday,0,22,27,2,85.90135548546922,1
Misc Net,881.13,Male,15315 Vaughn Park Suite 356,Hovland,Minnesota,55606,272,Freight forwarder,18,Wednesday,24,14,13,2,57.032601484824085,1
Shopping Net,1125.97,Male,27203 Darrell Landing,Saint James City,Florida,33956,3776,Sport and exercise psychologist,43,Thursday,58,23,14,2,100.73564913595963,1
Shopping Net,1041.65,Male,5452 Patricia Inlet Apt. 280,Nelson,Nebraska,68961,732,Television/film/video producer,63,Friday,30,22,11,10,96.68685431764759,1
Gas Transport,20.86,Male,463 Willie Estates,Burbank,Oklahoma,74633,471,Sub,78,Sunday,30,3,29,12,80.69101734029967,1
Personal Care,19.17,Female,669 Moore Shoal,Bethel,Ohio,45106,12349,Field trials officer,34,Monday,20,16,7,10,81.7280637731984,1
Food Dining,101.13,Female,330 Montoya Ramp,Washington,District of Columbia,20036,601723,Prison officer,33,Thursday,10,22,31,1,74.0250432386316,1
Misc Net,698.55,Male,39631 Dunn Radial,Grantham,New Hampshire,3753,2971,Charity fundraiser,71,Sunday,45,23,21,4,58.550200201645815,1
Grocery Pos,269.34,Male,1198 Robert Stravenue Apt. 479,Armonk,New York,10504,7987,Television/film/video producer,55,Saturday,9,2,19,10,68.88552566491295,1
Grocery Pos,311.53,Male,529 Joshua Knoll Apt. 511,Lonetree,Wyoming,82936,49,Research scientist (physical sciences),38,Friday,22,16,15,3,24.412156335925452,1
Shopping Pos,710.43,Male,33165 Larry Walks Suite 960,Ragland,Alabama,35131,4159,Educational psychologist,21,Saturday,55,14,10,8,49.086632483810654,1
Gas Transport,10.32,Female,17667 Price Spur Apt. 366,Glen Rock,Pennsylvania,17327,7565,Insurance claims handler,67,Monday,11,3,3,6,70.97953662174015,1
Misc Net,918.58,Female,5124 Wendy Skyway Suite 154,Karns City,Pennsylvania,16041,1888,Ship broker,20,Saturday,49,13,7,12,70.38226635059891,1
Shopping Pos,1288.29,Male,1339 Johnson Landing Suite 007,De Lancey,New York,13752,782,Chartered accountant,19,Monday,18,22,3,6,79.72653130583353,1
Shopping Pos,764.95,Female,5053 Bell Crescent Apt. 255,Fullerton,Nebraska,68638,1749,"Surveyor, mining",46,Saturday,6,3,28,12,110.54288384407978,1
Shopping Net,800.59,Female,193 Catherine Ways,Hills,Minnesota,56138,899,Data scientist,25,Saturday,34,3,2,5,41.35601491687175,1
Gas Transport,14.06,Female,7898 Wanda Springs,Corona,California,92882,233717,Wellsite geologist,54,Thursday,18,2,21,5,56.43064618441184,1
Kids Pets,19.47,Female,147 Mckinney Run Apt. 743,Ehrhardt,South Carolina,29081,1352,"Engineer, materials",27,Saturday,19,23,29,6,97.7926688233158,1
Gas Transport,9.79,Female,417 Parks Route,Buellton,California,93427,5505,Nature conservation officer,88,Tuesday,58,3,7,4,121.82310670702863,1
Shopping Net,1089.5,Male,5097 Martin Ridges,Minneapolis,Minnesota,55403,1022298,Chemical engineer,43,Friday,24,22,19,4,99.26244508359989,1
Misc Net,785.38,Male,615 Clarke Spring Apt. 172,Warren,Michigan,48088,134056,"Doctor, hospital",39,Monday,0,3,18,2,105.01623941592743,1
Misc Net,820.28,Male,542 Howe Mission Apt. 092,Port Richey,Florida,34668,42619,Environmental education officer,44,Thursday,54,1,19,9,101.80585800588375,1
Shopping Pos,880.92,Male,84033 Pitts Overpass,Lakeland,Florida,33809,237282,Plant breeder/geneticist,70,Wednesday,0,23,9,10,63.90612012641777,1
Misc Net,792.33,Male,16285 Jessica Lights,Birmingham,Alabama,35229,493806,Musician,39,Friday,31,2,26,4,67.77691497115308,1
Shopping Pos,856.89,Male,85932 Marc Throughway Apt. 080,Knowlesville,New York,14479,275,TEFL teacher,55,Wednesday,1,22,5,6,98.250797707812,1
Misc Net,773.54,Male,587 Bradley Inlet Suite 281,Cuyahoga Falls,Ohio,44223,47772,Equities trader,54,Sunday,38,22,29,3,68.77608641160623,1
Grocery Pos,307.98,Female,4456 Dunn Roads,Meredith,Colorado,81642,61,Public relations account executive,80,Sunday,50,2,8,12,113.84951900835239,1
Shopping Pos,906.15,Male,822 Austin Spur,North Judson,Indiana,46366,5791,"Doctor, general practice",60,Thursday,30,23,25,7,89.06510405813682,1
Grocery Pos,287.62,Male,490 Baldwin Alley Apt. 468,Crownpoint,New Mexico,87313,5662,IT consultant,30,Thursday,45,0,12,12,135.67757647545417,1
Grocery Pos,306.3,Male,04139 Johnson Prairie Suite 401,Detroit,Michigan,48206,673342,Trading standards officer,73,Tuesday,0,13,5,3,109.33303029019758,1
Grocery Pos,339.18,Female,8969 Fuentes Station Apt. 291,Mill Creek,Pennsylvania,17060,1334,Archaeologist,34,Wednesday,35,2,29,4,29.095870611325854,1
Entertainment,561.06,Male,854 Walker Dale Suite 488,Bowdoin,Maine,4287,3224,"Engineer, electronics",22,Monday,0,22,20,5,73.59561703414136,1
Shopping Net,1123.9,Male,6157 Nichols Mews,Marion,Connecticut,6444,370,Health service manager,57,Friday,19,23,18,10,51.44719069311162,1
Grocery Pos,275.05,Male,24255 Bryan Square,Palermo,North Dakota,58769,229,Administrator,37,Friday,9,23,20,3,63.81116254706834,1
Shopping Net,964.5,Male,977 Rita Grove Apt. 000,Rock Tavern,New York,12575,2258,Building surveyor,83,Saturday,12,22,1,2,83.25242960183824,1
Grocery Pos,300.21,Male,956 Paul Fields Suite 108,Orr,Minnesota,55771,1680,Horticultural therapist,43,Wednesday,51,23,20,11,69.51890998913511,1
Shopping Net,983.68,Male,1626 Susan Course,Aledo,Texas,76008,13602,Optometrist,36,Tuesday,21,23,10,3,95.81975434553814,1
Shopping Net,1010.74,Female,89650 Patricia Turnpike,Mount Vernon,New York,10553,67100,Chief of Staff,82,Monday,55,22,25,2,67.26523863861125,1
Kids Pets,23.42,Female,034 Kimberly Mountains,Brandon,Florida,33510,79613,Environmental consultant,41,Wednesday,33,23,11,9,76.75393181147123,1
Grocery Pos,345.91,Male,32600 Cobb Curve,Sardis,Alabama,36775,800,Learning disability nurse,87,Friday,8,3,12,4,126.9417644387118,1
Grocery Pos,368.45,Female,194 Goodman Fall Apt. 569,Burlington,Washington,98233,14871,Public house manager,46,Tuesday,33,0,16,6,91.83446971184756,1
Grocery Pos,355.27,Male,74835 Garner Point,Ruth,Nevada,89319,450,Interpreter,73,Thursday,34,3,26,12,75.55565350875719,1
Shopping Net,1124.39,Female,58188 Madison Meadow Apt. 949,Cowlesville,New York,14037,1166,Colour technologist,37,Wednesday,55,11,11,3,66.19383993211234,1
Entertainment,695.53,Female,7402 West Ranch,Lowell,Oregon,97452,1420,Systems analyst,54,Wednesday,26,22,13,2,78.0849410956038,1
Grocery Pos,317.62,Male,254 Webster Harbor,Waukau,Wisconsin,54980,149,"Engineer, building services",19,Thursday,28,3,24,1,57.572233924692114,1
Shopping Pos,890.46,Male,707 Butler Parkways Apt. 747,Omaha,Nebraska,68117,518429,"Surveyor, land/geomatics",24,Saturday,35,22,28,9,113.359142799282,1
Grocery Pos,289.37,Male,1626 Susan Course,Aledo,Texas,76008,13602,Optometrist,36,Tuesday,40,3,10,3,71.2253591950912,1
Gas Transport,9.0,Male,8611 Tricia Fork,East China,Michigan,48054,7339,"Copywriter, advertising",58,Tuesday,46,3,5,5,11.834789314987226,1
Gas Transport,11.79,Male,821 Solis Points,Muskegon,Michigan,49440,128715,Historic buildings inspector/conservation officer,24,Thursday,25,1,5,12,50.06110226234938,1
Shopping Net,962.97,Female,43075 Cohen Shoals,Ashford,Washington,98304,759,Video editor,64,Sunday,59,23,15,3,61.253757114353384,1
Shopping Pos,1115.67,Male,4923 Campbell Pines Suite 717,Carlisle,Indiana,47838,4081,Energy engineer,81,Sunday,0,22,18,8,76.53522973841602,1
Misc Net,792.33,Female,062 Carl Dam,Altona,New York,12910,2148,"Surveyor, land/geomatics",66,Thursday,42,22,28,11,42.69493134382991,1
Grocery Pos,335.77,Female,6682 Green Forks,Ogdensburg,New Jersey,7439,2456,Senior tax professional/tax inspector,25,Saturday,58,5,18,5,16.404071562133677,1
Shopping Pos,972.28,Female,543 Mindy Oval,Dallas,Texas,75246,1263321,Architect,70,Sunday,31,23,15,12,71.72950750570993,1
Personal Care,17.52,Female,2924 Bobby Trafficway,Sebring,Florida,33872,50835,Environmental consultant,33,Tuesday,4,23,22,1,45.579616245966754,1
Personal Care,53.19,Female,3872 Matthew Skyway,Paris,Mississippi,38949,297,"Administrator, local government",58,Friday,29,23,14,6,41.786896319681496,1
Misc Net,818.45,Male,663 Ramirez Trace Apt. 951,Huntsville,Alabama,35811,190178,Television production assistant,46,Sunday,19,3,29,12,55.24351669881771,1
Shopping Pos,948.2,Female,265 Christian Summit Suite 231,Fairhope,Alabama,36532,27829,"Presenter, broadcasting",65,Thursday,27,12,7,3,48.00896142154735,1
Gas Transport,10.86,Male,24809 Cross Creek,Beacon,New York,12508,19880,Lawyer,57,Tuesday,57,0,12,3,94.11489180609308,1
Misc Pos,8.41,Male,03512 Jackson Ports,Reno,Nevada,89512,276896,Immunologist,22,Tuesday,30,22,26,11,76.47083863312474,1
Shopping Net,975.66,Female,16104 Diane Walk Suite 352,Wappapello,Missouri,63966,2601,Research scientist (medical),62,Monday,15,23,28,10,75.26485427317358,1
Misc Net,754.99,Female,8498 Lisa Stream,Orange Park,Florida,32065,98816,Industrial buyer,70,Tuesday,33,17,10,9,64.80779782726967,1
Shopping Net,1131.0,Female,02110 Lucas Freeway Suite 517,Battle Creek,Iowa,51006,1075,"Teacher, early years/pre",22,Tuesday,54,23,26,2,114.62656958892387,1
Grocery Pos,376.59,Female,7600 Stephen Course Suite 031,Red River,New Mexico,87558,606,"Surveyor, land/geomatics",32,Sunday,20,2,1,3,60.75567570667478,1
Shopping Pos,826.2,Female,84079 Thomas Burgs,Tomales,California,94971,337,Occupational psychologist,65,Saturday,50,20,18,5,119.41005924870493,1
Shopping Net,860.18,Male,7470 John Tunnel Suite 937,Aurora,Colorado,80014,389246,"Scientist, marine",50,Monday,16,22,14,10,41.73740911255794,1
Shopping Net,1051.89,Male,4483 Sharp Ferry Apt. 468,Garfield,Kansas,67529,365,Equality and diversity officer,29,Tuesday,36,23,12,5,102.7721382841497,1
Shopping Net,1125.7,Male,54822 Hill Forks,Dieterich,Illinois,62424,2092,"Psychologist, clinical",57,Saturday,56,22,3,8,34.973159329089675,1
Misc Net,734.62,Female,6760 Donovan Lakes,Clayton,Oklahoma,74536,1760,Occupational psychologist,47,Thursday,39,2,12,12,128.83017457369945,1
Shopping Net,920.34,Female,9047 Rodriguez Turnpike,Gibsonville,North Carolina,27249,12486,Arboriculturist,85,Friday,32,22,17,5,37.50875221723535,1
Health Fitness,18.08,Male,368 Rollins Fort Apt. 076,Aurora,Colorado,80019,389246,Industrial/product designer,81,Monday,3,22,25,3,97.82563340702737,1
Grocery Pos,332.44,Male,0157 Samuel Mission Suite 379,South Richmond Hill,New York,11419,47211,Site engineer,82,Wednesday,15,0,2,10,102.25539747862487,1
Grocery Pos,317.82,Male,61107 Edwards Dam Apt. 463,Big Creek,Kentucky,40914,467,"Psychologist, forensic",36,Monday,23,2,13,1,22.258555757640803,1
Entertainment,492.67,Female,034 Kimberly Mountains,Brandon,Florida,33510,79613,Environmental consultant,41,Wednesday,56,0,11,9,127.28104755880031,1
Entertainment,440.92,Male,33010 Ford Harbor Apt. 887,Moss Point,Mississippi,39562,31702,Television production assistant,86,Friday,31,13,29,5,68.04134884462252,1
Misc Net,685.26,Male,0912 Mark Fields Apt. 080,Mc Veytown,Pennsylvania,17051,4653,Nutritional therapist,22,Wednesday,31,3,16,1,89.07268007098403,1
Personal Care,20.78,Female,1984 Taylor Island Suite 836,Falls Church,Virginia,22046,116155,Chartered accountant,36,Friday,6,22,22,2,80.43359877611383,1
